"name" "year" "player_age" "b_total_pa" "b_k_pct" "b_bb_pct" "ops" "xops" "xba" "xslg" "xwoba" "xobp" "xiso" "exit_velocity_avg" "launch_angle_avg" "barrel_batted_rate" "solidcontact_pct" "hard_hit_pct" "z_swing_pct" "z_swing_miss_pct" "oz_swing_pct" "oz_swing_miss_pct" "oz_contact_pct" "iz_contact_pct"
"278" "Michael Conforto" 2020 27 233 24.5 10.3 92.7 85.4 28.4 47.5 35.9 37.9 19.2 88.4 11 11 6.2 36.6 64.8 16.6 25.3 48 52 83.4
"279" "Paul Goldschmidt" 2020 33 231 18.6 16 88.2 91.7 28.7 51.3 38 40.4 22.6 89.2 11.7 10.7 7.4 40.9 61.1 19.6 22.5 33.3 66.7 80.4
"280" "Kyle Tucker" 2020 23 228 20.2 7.9 83.7 78.2 26.7 45.9 31.8 32.3 19.2 91.1 14.9 9.1 6.7 44.5 77.5 17.4 26.2 36.1 63.9 82.6
"281" "Mike Trout" 2020 29 241 23.2 14.5 99.3 101.8 29.2 61.3 40.8 40.5 32.1 93.7 23.1 15 8.2 55.1 57.4 13.8 14.4 43.7 56.3 86.2
"282" "Luke Voit" 2020 29 234 23.1 7.3 94.8 94.1 28.5 59.5 37.5 34.6 31 89 15.5 13.1 6.3 39.9 79.2 19.3 27.5 50 50 80.7
"283" "Jason Heyward" 2020 31 181 20.4 16.6 84.8 86.8 28.8 45.5 37.1 41.3 16.7 87.6 11.3 4.5 8 40.2 56.3 19.1 18.4 36.4 63.6 80.9
"284" "Manny Machado" 2020 28 254 14.6 10.2 95 91.4 30.4 53.9 36.8 37.5 23.5 90.2 15.6 11 3.7 43.5 71.5 14.7 24.1 40.7 59.3 85.3
"285" "Raimel Tapia" 2020 26 206 18.4 6.8 76.6 64.2 25.2 33 28.6 31.2 7.8 85.3 1.8 2 2.7 30 70.8 12.6 30.2 33.9 66.1 87.4
"286" "Tyler Naquin" 2020 29 141 28.4 3.5 63.2 77.1 26.8 47.4 31.3 29.7 20.6 91.7 13 9.5 8.4 51.6 80.1 25.4 35.7 42.3 57.7 74.6
"287" "Nomar Mazara" 2020 25 149 29.5 6.7 58.9 65.5 22.3 36.5 28.1 29 14.2 91 6.7 7.6 3.3 48.9 62.2 19.1 33.3 43.2 56.8 80.9
"288" "Fernando Tatis Jr." 2020 21 257 23.7 10.5 93.7 99.9 29.8 61.2 40.4 38.7 31.3 95.9 8.7 19.5 7.9 62.2 71.7 23.8 25.6 38.7 61.3 76.2
"289" "Austin Meadows" 2020 25 152 32.9 11.2 66.7 61.9 18.2 34.1 26.3 27.8 15.9 90.1 24.4 7.1 11.9 42.9 67.5 23.8 26.9 48.4 51.6 76.2
"290" "Howie Kendrick" 2020 37 100 17 7 70.5 78.7 28.4 45.2 32 33.5 16.8 88.8 7.3 6.6 6.6 39.5 65.9 12.3 35.7 35.2 64.8 87.7
"291" "Robbie Grossman" 2020 31 192 19.8 10.9 82.6 74.1 24 39.8 31.5 34.3 15.8 89 15.2 5.5 7.8 37.5 66 12.8 21.7 34.9 65.1 87.2
"292" "Clint Frazier" 2020 26 160 27.5 15.6 90.5 82.7 24.7 44.8 34.9 37.9 20.1 89.3 11.5 12.5 8 42.5 59.9 22.9 13.8 64 36 77.1
"293" "Shogo Akiyama" 2020 32 183 18.6 13.7 65.2 68.2 24.5 32.5 30.9 35.7 8.1 85.1 2.9 0.8 5 26.4 61.5 13.4 23.5 34.4 65.6 86.6
"294" "Andres Gimenez" 2020 22 132 21.2 5.3 73.2 68 24.6 36.1 29.6 31.9 11.5 86.8 13.5 3.3 4.4 26.4 73.2 18 30.8 40.5 59.5 82
"295" "Cedric Mullins" 2020 26 153 24.2 5.2 71.4 54.7 20.6 29.2 24.1 25.5 8.6 88.4 15.3 2.8 3.7 31.7 66 19.1 31.3 31.6 68.4 80.9
"296" "Austin Hays" 2020 25 134 18.7 6 72.2 65.5 24.6 35.5 28.2 30 10.9 87 11 4 4 31.3 61.6 10.3 35.3 34 66 89.7
"297" "Josh Reddick" 2020 33 210 20 9.5 69.2 68 24.7 36 29.1 32 11.2 85.9 19.1 4.8 4.8 29.3 68.1 16.2 25.7 39.1 60.9 83.5
"298" "Jose Altuve" 2020 30 210 18.6 8.1 62.9 64.9 23 35.2 28 29.7 12.2 86.7 9.3 4.6 5.9 33.3 67.2 12.6 35.2 32.7 67.3 87.4
"299" "Eric Hosmer" 2020 31 156 17.9 5.8 85.1 86.1 29.1 52.1 35.4 34 23 90.8 8.7 10.3 6.8 47 69 14.4 34 30.5 69.5 85.6
"300" "Jesse Winker" 2020 27 183 25.1 15.3 93.2 92.7 26.7 52.8 38.3 39.9 26.1 92.1 10.5 13.5 10.6 49 63.6 25.6 19.3 38.8 61.3 74.4
"301" "David Bote" 2020 27 145 27.6 11.7 71.1 74.8 23.3 41.5 31.8 33.3 18.1 92.4 9.3 10.5 7 52.3 58.5 20.5 21.6 45.6 54.4 79.5
"302" "Danny Mendick" 2020 27 114 21.9 5.3 66.4 57.2 22.2 30.9 25 26.3 8.7 86.2 7.4 2.4 8.4 31.3 59.7 22 24.1 33.9 66.1 78
"303" "Elvis Andrus" 2020 32 111 13.5 7.2 58.2 67.8 23.3 39 28.6 28.8 15.8 88.5 9.2 5.7 9.1 37.5 65.9 12.4 26 37.7 62.3 87.6
"304" "Didi Gregorius" 2020 30 237 11.8 6.3 82.6 71.6 26.1 39.6 29.8 32 13.5 83.8 17.8 4.2 6.8 27.9 73.8 13.3 32.3 32.2 67.8 86.7
"305" "JaCoby Jones" 2020 28 108 31.5 6.5 84.9 73.4 23.8 42.5 30.8 30.9 18.7 89.5 11 10.9 7.8 45.3 57.2 23.6 26.3 53.1 46.9 76.4
"306" "Austin Barnes" 2020 31 104 23.1 12.5 66 59.1 19.4 28.1 26.9 31 8.8 86.9 16.2 1.5 4.6 35.4 70.9 22.6 16.3 36.7 63.3 77.4
"307" "Mookie Betts" 2020 28 246 15.4 9.8 92.7 84.7 28.5 48.7 34.9 36 20.3 90.7 18.5 7.7 11 43.4 58.1 6.7 23.1 31.5 68.5 93.3
"308" "Roberto Perez" 2020 32 110 34.5 10 48 57.8 20.1 28.3 26 29.5 8.3 86 -2.5 3.4 5.1 32.2 52.7 26.8 15.6 42.9 57.1 73.2
"309" "Willson Contreras" 2020 28 225 25.3 8.9 76.3 80.2 24.9 44.1 34.1 36.1 19.2 89.8 9.1 10.4 6.7 47.8 67.6 21.3 31.1 56.1 43.9 78.7
"310" "Adalberto Mondesi" 2020 25 233 30 4.7 70.7 59.7 20.8 34.8 25.5 24.9 14 90.6 13.7 7.3 2.6 39.1 75.8 31.9 34.8 56.3 43.7 68.1
"311" "Albert Pujols" 2019 39 545 12.5 7.9 73.4 75 25.3 43.3 32.2 31.7 18 88.3 12.6 5.8 3.7 36.6 59.7 11.1 30.7 30.2 69.8 88.9
"312" "Miguel Cabrera" 2019 36 549 19.7 8.7 74.4 78.3 27.2 44.3 33.6 34 17.1 90.3 12.3 6.4 7.2 44.7 67.9 14.7 33.9 41 59 85.3
"313" "Jeff Mathis" 2019 36 244 35.7 6.1 43.3 43.9 16.3 22.5 19.6 21.4 6.2 86.1 16.8 1.4 3.5 26.4 68.4 30.6 34.2 50 50 69.4
"314" "Shin-Soo Choo" 2019 37 660 25 11.8 82.6 85.3 26.6 48 36.5 37.3 21.4 91.9 9.2 8.8 9 49 64.1 21 20.1 55.7 44.3 79
"315" "Yadier Molina" 2019 37 452 12.8 5.1 71.1 76.3 27.3 44.4 32.8 31.9 17.1 87.4 13.9 3.8 7.4 35 75.3 14.6 38.2 27 73 85.4
"316" "Robinson Cano" 2019 37 423 16.3 5.9 73.6 78.8 28.3 45.6 33.5 33.2 17.3 90.9 7.4 7.4 6.2 46.3 74.2 10.8 35.5 35.3 64.7 89.2
"317" "Edwin Encarnacion" 2019 36 486 21.2 11.9 87.5 88.7 25 53.4 37.2 35.3 28.4 90.2 22.3 12.9 5.7 42.9 65.8 20.4 25.2 36.2 63.8 79.6
"318" "Adam Jones" 2019 34 528 19.1 5.9 72.7 74.7 25.8 43.4 32.1 31.3 17.7 86.1 13.4 6.7 5.4 31 71.6 15.1 39.1 45.8 54.2 84.9
"319" "Russell Martin" 2019 36 249 24.1 12 66.7 68.8 22.1 34.8 30.7 34 12.7 88.2 10.6 5.3 2 34 61.2 18.5 17.2 60.5 39.5 81.5
"320" "Curtis Granderson" 2019 38 363 27 11.3 63.7 71.2 21.7 39.8 31.1 31.4 18.1 88.8 19.3 7.2 6.8 34.8 59.1 15.1 22.1 47.3 52.7 84.9
"321" "Kendrys Morales" 2019 36 201 12.9 12.9 56.6 83.7 27.6 45.1 36.9 38.6 17.5 91.3 9.5 6.9 6.2 44.8 58.8 11.8 21.4 33.7 66.3 88.2
"322" "Howie Kendrick" 2019 36 370 13.2 7.3 96.6 101.9 33.6 62.6 42.6 39.3 29 91.7 10.8 11.4 8.6 48.3 64.1 8.8 31.2 33.6 66.4 91.2
"323" "Ian Kinsler" 2019 37 281 19.2 6.8 64.6 57.9 20.8 30.9 25.9 27 10.2 84.3 17.3 1.5 4.4 23.4 68.5 14.7 25.4 31.6 68.4 85.3
"324" "Brian McCann" 2019 35 316 16.8 9.8 73.4 73.7 24.4 41.3 32.1 32.4 16.9 88.8 11.4 5.7 6.5 35.2 64.2 15.9 27 25.3 74.7 84.1
"325" "Neil Walker" 2019 34 381 20.2 11 73.8 79.2 27 43.8 34.4 35.4 16.9 86.2 11.5 6.5 5.7 31 67.3 17.1 29.8 43.4 56.6 82.9
"326" "Kurt Suzuki" 2019 36 309 11.7 6.5 80.9 81 28.3 46.7 34.6 34.3 18.4 86 18.9 6.5 4.5 32.4 74.2 10.5 29.7 38.9 61.1 89.5
"327" "Ian Desmond" 2019 34 482 24.7 7.1 78.8 80.8 27.3 48.1 34.3 32.7 20.8 90.9 8.7 10.4 4.9 42.5 67.8 17.2 25.9 47.6 52.4 82.8
"328" "Nelson Cruz" 2019 39 521 25.1 10.7 103 102.5 29.4 64.3 42 38.2 34.9 93.7 13.1 19.9 8.3 51.5 69.8 21.8 27.3 54.5 45.5 78.2
"329" "David Peralta" 2019 32 423 20.6 8.3 80.4 70.7 25.1 38.5 30.8 32.2 13.4 90.1 6.4 5.4 4.7 40.9 68.7 15 34.9 39.7 60.3 85
"330" "Manny Pina" 2019 32 179 27.9 8.9 72.4 72.6 22.8 41.2 31.1 31.4 18.4 88.6 16.2 8.3 5.5 34.3 65.3 21.7 26.6 39.2 60.8 78.3
"331" "Jon Jay" 2019 34 182 16.5 4.4 61.7 62.3 25.2 32.6 27.6 29.7 7.4 83.1 5.8 1.4 1.4 12.8 66.2 9.7 32.2 29.4 70.6 90.3
"332" "Martin Prado" 2019 36 260 15.8 4.6 55.9 62.9 25.5 34.1 27.6 28.8 8.6 87 8.3 0.5 4.3 28.5 57.9 6.3 28.4 30.2 69.8 93.7
"333" "Lucas Duda" 2019 33 119 26.9 9.2 57.6 76 22.5 46 31.6 30 23.4 91.5 22.5 12 8 45.3 63.6 17.9 25.5 50 50 82.1
"334" "Matt Wieters" 2019 33 183 25.7 6.6 70.2 68.3 22.1 40.9 29 27.4 18.8 88.8 13.8 7.3 8.1 34.1 63.7 19.9 27.5 32.1 67.9 80.1
"335" "Evan Longoria" 2019 34 508 22 8.5 76.2 84.9 27.6 50.4 36 34.5 22.8 89.7 14 7.5 8.4 40.8 64.6 21.2 30.1 35 65 78.8
"336" "Zack Cozart" 2019 34 107 15 4.7 32.2 54.6 21.1 27.9 25.2 26.7 6.8 85.9 21.6 1.2 3.6 21.4 62.3 11.7 18.3 46.9 53.1 88.3
"337" "Sean Rodriguez" 2019 34 139 29.5 13.7 71.3 66 19.6 33.2 30.2 32.8 13.6 88.3 13.5 5.3 11.8 36.8 69.3 25.4 23.3 55.8 44.2 74.6
"338" "Mark Reynolds" 2019 36 162 35.2 13.6 60.1 59.1 16.7 29.8 27.2 29.3 13.1 88.9 17.5 6.2 3.7 37 66.7 28.5 24.1 63.9 36.1 71.5
"339" "Chris Davis" 2019 33 352 39.5 11.1 60.1 68.7 20.8 38.3 30 30.4 17.5 89.1 14.1 10.5 8.8 39.2 57.3 25.6 25.1 63.7 36.3 74.4
"340" "Ben Zobrist" 2019 38 176 13.6 13.1 67.1 67.2 24.7 32.4 30.6 34.8 7.6 85.8 5.3 0.8 3.1 23.4 53.7 8.8 20.9 29.1 70.9 91.3
"341" "Dexter Fowler" 2019 33 574 24.7 12.9 75.4 79.1 25.4 43 34.4 36.1 17.6 85.5 12.9 7.4 4.6 28.7 66.4 21.2 23 42.2 57.8 78.8
"342" "Tyler Flowers" 2019 33 310 33.9 10 73.3 67.8 19.9 38.4 29.2 29.4 18.5 90.1 11.1 11.3 4.8 41.1 67.9 28.6 26.6 56.3 43.7 71.4
"343" "Hunter Pence" 2019 36 316 21.8 8.2 91 85 28.1 50.6 35.9 34.4 22.5 91.4 10.1 9.1 8.7 42.6 73.3 25 34.5 41.3 58.7 75
"344" "Asdrubal Cabrera" 2019 34 514 20 11.1 78.3 74.7 24.1 41.8 32.3 32.9 17.7 89.1 14.4 5.7 6.3 35.3 66 16.3 25.2 32 68 83.7
"345" "Charlie Blackmon" 2019 33 634 16.4 6.3 94 88.6 30.1 53.2 37.3 35.4 23.2 88.7 14.5 8.3 7.9 40.3 70.2 13.7 30.2 32.5 67.5 86.3
"346" "Todd Frazier" 2019 33 499 21.2 8 77.2 72.8 23.8 41.1 31.6 31.7 17.4 88.2 17.3 7.3 7 38.3 62 16.3 26 44.9 55.1 83.7
"347" "Chris Iannetta" 2019 36 164 32.9 11 72.8 74.8 23.4 42.4 31.9 32.4 19 92.1 8.7 14.3 6.6 51.6 66.9 25.3 16.4 76.9 23.1 74.7
"348" "Martin Maldonado" 2019 33 374 23 8.6 67 69 21.7 39.1 30.1 29.9 17.4 88.1 12.6 7.6 6.8 34.6 62.4 15.2 27.5 45.1 54.9 84.8
"349" "Robinson Chirinos" 2019 35 437 28.6 11.7 78.8 73.7 21.6 40.5 32.1 33.2 18.9 87 16.9 8.1 6.9 37 67.6 22.9 29.8 54.9 45.1 77.1
"350" "Nick Markakis" 2019 36 469 12.6 10 77.6 81.3 30.2 43.8 35.6 37.5 13.6 91.2 7.3 3 4.7 44.3 60.2 9.7 24.9 20.9 79.1 90.3
"351" "Welington Castillo" 2019 32 251 29.5 6.4 68.4 70.4 21.8 42.7 30 27.7 20.9 89.5 13.2 11.4 7 42.4 61.2 19.9 25.7 50 50 80.1
"352" "Eduardo Nunez" 2019 32 174 15.5 2.3 54.7 58.7 25 32.2 25.6 26.5 7.2 88.1 5.9 1.4 1.4 33.3 70.9 11.7 36.6 27 73 88.3
"353" "Lorenzo Cain" 2019 33 623 17 8 69.6 77.7 29.2 42.2 34 35.5 13 89.4 6.6 4.1 5.2 42.1 65.3 9.9 25.2 41.4 58.3 90.1
"354" "Donovan Solano" 2019 32 228 21.5 4.4 81.5 81.6 32.1 46.3 35.1 35.3 14.2 87 14.5 4.2 6 43.1 65.7 13.7 36 28.7 71.3 86.3
"355" "Andrew McCutchen" 2019 33 262 21 16.4 83.4 83.6 25.9 45.6 36.4 38 19.7 90.6 12.7 7.3 5.5 40.9 56.1 17.9 14.5 56 44 82.1
"356" "Justin Upton" 2019 32 256 30.5 12.5 72.4 74.1 21.9 42.6 31.9 31.5 20.7 87.2 18.5 11.6 6.2 37 63.5 23.6 23.7 55.9 44.1 76.4
"357" "Cameron Maybin" 2019 32 269 26.8 11.2 85.8 80.3 25.7 46.3 34.4 34 20.6 89.4 11.8 10.2 3.6 39.5 61.4 18.6 24 51.1 48.9 81.4
"358" "Justin Turner" 2019 35 549 16 9.3 88.1 89.9 29 52.4 38.2 37.5 23.5 90.3 17.8 7.8 9.3 43 66.5 13.1 24.5 27.8 72.2 86.9
"359" "Buster Posey" 2019 32 445 16 7.6 68.7 74 25.4 42.3 32 31.7 16.9 88.6 9.1 4.8 6.8 36.3 67.2 12 27.9 33.6 66.4 88
"360" "Jay Bruce" 2019 32 333 24.6 5.7 78.4 85.5 25.1 55.9 35.2 29.6 30.8 90.2 21.4 13.4 8.2 43.7 79.6 20.3 37 49.4 50.6 79.7
"361" "Joey Votto" 2019 36 608 20.2 12.5 76.8 81.1 26.1 45.1 35 36 19 88.8 15.3 6.9 5.7 38.2 65.4 13.7 18.5 37.1 62.9 86.3
"362" "Brett Gardner" 2019 36 550 19.6 9.5 82.9 69.5 24.1 37.5 30.6 32 13.4 87.7 13.9 3.9 6 32.6 55.3 11.3 22 39.8 60.2 88.7
"363" "Matt Joyce" 2019 35 238 18.9 16 85.8 84.6 27.6 45.4 36.8 39.2 17.9 87.7 16.8 6.5 6.5 33.5 66.1 20.3 22.8 38.5 61.5 79.7
"364" "Ryan Braun" 2019 36 508 20.7 6.7 84.6 81.3 27.1 48.2 34.7 33.1 21.2 91.4 7.1 9.8 5.3 45.3 72 13.1 34.5 43.8 56.3 86.9
"365" "Alex Gordon" 2019 35 633 15.8 8.1 74 78.1 26.2 43.7 33.9 34.4 17.6 88.7 9.3 5.4 5.8 38.4 70.6 14.3 26.6 41 59 85.7
"366" "Elvis Andrus" 2019 31 648 14.8 5.2 70.7 72.5 27.5 40.7 31.6 31.8 13.2 88.4 7.3 3.5 4.5 34.8 61 9.6 32.6 37.1 62.9 90.4
"367" "Francisco Cervelli" 2019 33 160 25.6 8.1 64.8 66.4 21.1 36.4 29.2 30 15.3 86.9 12 5.9 9.9 31.7 63.5 17.7 19.9 48.4 51.6 82.3
"368" "Melky Cabrera" 2019 35 397 10.3 4.3 71.2 69.5 28.1 38.1 30 31.4 10 88.2 9.1 2.1 4.7 33 71.9 8.4 34.3 27 73 91.6
"369" "Pablo Sandoval" 2019 33 296 22.6 6.1 81.8 80.6 27.5 48.4 34 32.2 21 89.8 10.7 11.4 4.3 44.7 75.8 21.4 38.4 34.4 65.6 78.6
"370" "Wilson Ramos" 2019 32 524 13.2 8.4 76.8 73.6 26.4 40.5 31.8 33.1 14 90 -0.1 4.7 3.7 42.5 74.9 13.8 34.1 34.4 65.6 86.2
"371" "Carlos Santana" 2019 33 686 15.7 15.7 91.1 87.9 27.1 49.1 37.2 38.8 22.1 91.8 11.8 9.6 5.8 44.9 63.6 15.4 17.7 35.5 64.5 84.6
"372" "Gerardo Parra" 2019 32 301 19.6 6.3 68.3 70.4 25 39.4 30.5 31 14.5 86.2 10 4.6 5 21.6 71.2 14.4 31.5 39.1 60.9 85.6
"373" "Carlos Gonzalez" 2019 34 166 31.3 10.8 57.2 62.3 20.4 32.8 27.5 29.5 12.4 87.6 1.4 6.3 5.3 34.7 71.6 26.9 34.4 49.2 50.8 73.1
"374" "Jordy Mercer" 2019 33 271 21 4.8 74.7 76.5 26.7 45.7 32.3 30.8 19 86.9 13.2 6.5 8.5 36.2 56.3 12.7 27.1 38.3 61.7 87.3
"375" "Brandon Belt" 2019 31 616 20.6 13.5 74.2 81.6 24.4 46.5 35 35.1 22.1 87.3 22.4 8.7 9.7 35.7 74.6 15.7 22.6 42.1 57.9 84.3
"376" "Yonder Alonso" 2019 32 335 20.9 11.6 64.1 70.7 23.2 38 30.8 32.7 14.8 88.1 14.1 5.4 6.7 39.3 70.7 15.7 27.1 45.7 54.3 84.3
"377" "Justin Smoak" 2019 33 500 21.2 15.8 74.8 88 25.1 50.2 37.3 37.8 25 90.3 16.7 11 8.4 39.8 63.1 14.2 19.8 50.2 49.8 85.8
"378" "Ryan Zimmerman" 2019 35 190 20.5 8.9 73.6 77.9 25.2 45.9 33.3 32 20.7 91.4 9.7 7.5 11.2 49.3 56.8 15.8 26.8 45.9 54.1 84.2
"379" "Alex Avila" 2019 32 201 33.8 17.9 77.4 88.2 23.2 50.9 36.5 37.3 27.7 91.4 9.4 18.8 5.2 49 56.9 28.5 13.2 76.8 23.2 71.5
"380" "Michael Brantley" 2019 32 637 10.4 8 87.5 85.1 30.1 48.5 36.5 36.6 18.4 88.9 10.7 5.5 6.8 37.3 60.8 5.4 26 23.9 76.1 94.6
"381" "Jason Castro" 2019 32 275 32 12 76.6 87.5 25 52.6 36.8 34.9 27.6 91.8 14.4 17.2 7.9 47 67.6 30.2 23.1 57.1 42.9 69.8
"382" "Yuli Gurriel" 2019 35 612 10.6 6 88.4 75.3 28.3 42.1 32.5 33.2 13.8 89.3 14.3 3.6 4.2 38.1 66.7 9.5 34.2 24.6 75.4 90.5
"383" "Gordon Beckham" 2019 33 240 28.3 5.4 64.3 67 22.4 39.1 28.9 27.9 16.7 86.2 14.1 9 4.5 36.8 67.7 22.8 32.6 38.7 61.3 77.2
"384" "Ronny Rodriguez" 2019 27 294 27.9 4.4 69 69.4 22.3 43.5 29.2 25.9 21.2 88.9 16.3 7.5 9 40.6 68 25 44.8 49.3 50.7 75
"385" "Miguel Rojas" 2019 30 526 11.8 6.1 71 70.5 27.5 37.9 31 32.6 10.5 87.4 9.1 2.6 2.3 28.8 64 10 29.8 30.7 69.3 90
"386" "Eduardo Escobar" 2019 30 699 18.6 7.2 83.1 78.8 25.9 47.3 33.2 31.5 21.5 87.7 18.4 7 7.9 31.4 71.3 17.8 37.7 35.2 64.8 82.2
"387" "Jose Martinez" 2019 31 373 22 9.4 75.1 82.2 27.5 47.5 35.1 34.7 19.9 88.9 6.9 7.1 8.7 39.3 61.1 17.7 26.6 34.9 65.1 82.3
"388" "Ehire Adrianza" 2019 30 236 16.9 8.5 75.9 75.7 27.2 40.4 33.4 35.3 13.3 86.6 14.9 3.6 4.2 28 69.1 12.6 29.1 30.8 69.2 87
"389" "Juan Lagares" 2019 30 285 26.3 7.7 60.3 57.8 20.9 30 25.3 27.8 9 88.2 10.7 3.2 2.7 34.4 66 15.2 33.4 42.6 57.4 84.8
"390" "David Freese" 2019 36 186 23.7 12.4 100.2 91.8 29.1 53.6 38.9 38.2 24.6 91.5 11 15.3 2.5 50.4 63.1 21.1 27.7 45.3 54.7 78.9
"391" "Khris Davis" 2019 32 533 27.4 8.8 67.9 75.7 23.6 44.6 32.3 31.1 21 90.2 13 9.8 8 40.4 79.6 26.6 27.5 57.4 42.6 73.4
"392" "Tommy Pham" 2019 31 654 18.8 12.4 81.8 85 28.2 47.3 36.6 37.7 19.1 90.9 5.2 7.9 4.9 45 61.6 12.7 16.4 47 53 87.3
"393" "J.D. Martinez" 2019 32 657 21 11 93.9 96.6 30.6 57.8 40.2 38.8 27.2 91.3 12.4 11.8 7.5 47.9 72.5 16.4 29.8 48.3 51.7 83.6
"394" "Josh Reddick" 2019 32 550 12 6.5 72.6 72.5 27.6 40 31.8 32.5 12.5 86.1 15.7 3.4 4 29.4 74 9.2 29.6 27.9 72.1 90.7
"395" "Mike Freeman" 2019 32 213 28.6 10.3 74.2 62.2 21.8 30.7 28.3 31.5 8.9 85.6 8.9 2.4 5.6 27.8 60.5 18.5 24.9 43.3 56.7 81.5
"396" "Jarrod Dyson" 2019 35 452 19 10.4 63.2 61.2 22.4 30.1 27.9 31.1 7.7 83.9 9.6 1.6 2.5 21.8 62.7 14.9 21.7 41 59 85.1
"397" "Daniel Murphy" 2019 34 478 15.5 6.7 77.8 68.5 25.4 37.9 29.8 30.6 12.4 86.3 14.6 2.4 5.4 28.3 68.4 8.3 30.1 28.8 71.2 91.7
"398" "Paul Goldschmidt" 2019 32 682 24.3 11.4 82 86.5 26.1 51.7 36.4 34.8 25.7 90.1 15.4 11.3 9 42.4 66.6 22.3 28.4 35 65 77.7
"399" "Marwin Gonzalez" 2019 30 463 21.2 6.7 73.6 77.1 26.7 44.5 32.9 32.6 17.8 90.7 11 6.4 4.3 44 68.1 15.9 33.4 38.3 61.7 84.1
"400" "Sandy Leon" 2019 30 191 24.6 6.8 54.3 49.5 17.6 25.3 22.9 24.2 7.8 85.3 21.5 1.5 5.4 25 61.5 13.4 29.6 33.9 66.1 86.6
"401" "Jose Altuve" 2019 29 548 15 7.5 90.2 83.6 27.7 49.9 35.6 33.7 22.2 87.3 9.7 8.1 4 34.5 66.8 15.5 30 31.4 68.6 84.5
"402" "Cesar Hernandez" 2019 29 667 15 6.7 74.1 70.7 26.9 38.3 30.9 32.4 11.4 86 9.5 2.7 2.7 28.3 64.1 11 27.2 31.7 68.3 89
"403" "Jean Segura" 2019 29 618 11.8 4.9 74.2 72.7 27.5 40.8 31.7 31.9 13.4 88.2 7.2 3.2 5.9 32.7 60.2 7.8 35.4 25.1 74.9 92.2
"404" "Starlin Castro" 2019 29 676 16.4 4.1 73.6 74.1 26.9 43.9 31.6 30.2 17 88.6 10.9 6.2 4.1 37.7 67.4 12.1 31.4 33.9 66.1 87.9
"405" "Starling Marte" 2019 31 586 16 4.3 84.4 86.8 30.3 51.6 36.9 35.2 21.3 88.6 8.2 8 5.5 38.6 76.1 17.2 33.4 40.9 59.1 82.8
"406" "Charlie Culberson" 2019 30 144 30.6 4.2 72.9 67.7 23.8 40.3 28.8 27.4 16.5 88.3 13.2 7.5 4.3 30.1 71.9 19.8 40.1 52.1 47.9 80.2
"407" "Travis d'Arnaud" 2019 30 391 21.7 8.2 74.5 78.7 26.4 45.8 33.8 32.9 19.5 90 14.6 7.7 8.5 39.7 69.3 20.4 31.9 38.9 61.1 79.6
"408" "Daniel Descalso" 2019 33 194 29.4 11.9 51.8 59.3 19.3 30.3 26.8 29 11 88.8 11.4 4.4 4.4 31 63.1 19.6 19.3 56.6 43.4 80.4
"409" "Derek Dietrich" 2019 30 306 24.2 9.2 78.9 81.3 22.5 45 35.4 36.3 22.6 87.4 20.8 11.2 5.6 31.4 71.4 23.6 29 46.6 53.4 76.4
"410" "Josh Donaldson" 2019 34 659 23.5 15.2 90 92.7 26.9 53.9 39 38.8 27 92.9 13.3 15.7 5.1 50.5 68.8 25.9 23.1 39.9 60.1 74.1
"411" "Freddie Freeman" 2019 30 692 18.4 12.6 93.8 97.2 29.7 58.1 40.2 39.1 28.4 89.8 14.3 12.5 7 42.5 80.3 19.7 29.3 34.5 65.5 80.3
"412" "Yasmani Grandal" 2019 31 632 22 17.2 84.8 86.2 24.3 48.2 36.9 38 23.9 90.7 14.3 11.3 8.7 41.8 58.6 17 21.3 45.3 54.7 83
"413" "Jason Heyward" 2019 30 589 18.7 11.5 77.2 75.9 26.1 40.7 33.1 35.2 14.6 88.8 11.3 5.7 5.9 36.5 66.1 16.3 27.6 35.2 64.8 83.7
"414" "DJ LeMahieu" 2019 31 655 13.7 7 89.2 90.3 31.9 53.3 38.4 37 21.4 91.9 6.5 7.5 6.8 48.5 64.3 10.6 27.1 28.4 71.6 89.4
"415" "Jonathan Lucroy" 2019 33 328 15.5 8.2 66 68.7 24.1 37 30.3 31.7 12.9 86.9 12.5 2.9 6.9 32.5 52.9 7.7 24.7 30.6 69.4 92.3
"416" "Mitch Moreland" 2019 34 335 22.1 10.1 83.5 83.8 25.7 50.2 35.5 33.6 24.5 90.8 10.1 11.5 5.3 45.6 74.7 19.3 25.1 52 48 80.7
"417" "Mike Moustakas" 2019 31 584 16.8 9.1 84.5 84.7 26.3 50.9 35.4 33.8 24.6 89.5 17.4 10.3 6.1 40.8 71.8 17.8 31.3 38.4 61.6 82.2
"418" "Anthony Rizzo" 2019 30 613 14 11.6 92.4 91.3 30.1 49.8 39.4 41.5 19.7 89 12.6 6.8 5.6 37 63.4 13.7 31.9 28.9 71.1 86.3
"419" "Austin Romine" 2019 31 240 20.8 4.2 74.7 72.9 26.3 43.5 31.1 29.4 17.2 88.5 10.9 6.7 5.6 40.2 76.3 14.4 38 38.9 61.1 85.6
"420" "Eric Sogard" 2019 33 442 14.3 8.6 80.8 71.1 26.8 37.6 31.1 33.5 10.8 85.7 19.3 2.1 3.2 20.4 54.8 6 23.9 22.1 77.9 94
